tok,weight
('Morotsugu', 'KAZANIN'),0.0
('being', 'not'),-1.0
('(', 'same'),-5.0
('maids', '&#93;'),-2.0
('newspapers', 'Osaka'),0.0
('Military', 'Ministers'),0.0
titular,5.0
('"', 'Moshitsugishu'),0.0
('(', 'deputy'),0.0
('that', 'covered'),-1.0
('government', 'through'),-2.0
Jinseigata,-1.0
Precepts,-3.0
('the', 'title'),10.0
('he', 'was'),32.0
('Mandokoro', 'was'),0.0
('Shorokuinojo', '('),-1.0
swordsmith,2.0
('east', 'bank'),-1.0
kokyu,-8.0
SHIME,0.0
('Honen', 'were'),0.0
('the', 'embodiment'),-2.0
('with', 'mackerel'),0.0
('eye', 'and'),0.0
cakes,-2.0
('Ryozen', 'is'),-1.0
Sojo,-2.0
('the', 'Register'),0.0
neo-Confucianism,1.0
('The', 'Zoku'),1.0
Highway,-2.0
('also', 'was'),1.0
playful,3.0
amateur,0.0
('is', 'gemon'),0.0
('appearances', 'or'),0.0
eldest,0.0
('Izumo', 'in'),0.0
Miyasundokoro,5.0
('bowl', 'holding'),0.0
('the', 'Regent'),0.0
('hyojoshu', '('),1.0
Joganden,0.0
('harvests', ')'),-2.0
('Traditional', 'Craftsman'),-1.0
('Gengai', 'was'),2.0
('MITSUKURI', '('),3.0
('descendants', "'"),0.0
('Jinmu', 'ascended'),0.0
('monks', 'used'),0.0
identification,3.0
('L-tokkyu', '('),-1.0
Hachiman-bori,0.0
('guard', 'group'),-1.0
('day', 'Saikazaki'),-4.0
('purpose', 'when'),0.0
('victims', 'of'),-1.0
('Taketori', 'Monogatari'),2.0
('Shindenbunchi', 'is'),-3.0
('Station', 'through'),-2.0
('of', 'ningyo'),-8.0
('May', '6'),4.0
MISHIMA,-1.0
('whom', 'they'),-1.0
St.,0.0
1119,1.0
('Ryokai-mandala', 'is'),0.0
('Kamitsukenukokuzo', ','),0.0
('Arimitsu', ','),0.0
('gesaku', 'literature'),4.0
('one', 'for'),4.0
('concepts', ')'),-5.0
('brocade', 'picture'),1.0
('袋竹刀', ')'),-1.0
('81-2', 'Nishiura'),0.0
('Gion', 'area'),0.0
('the', 'insei'),1.0
('people', 'engaged'),0.0
('Kyoto', 'Tower'),0.0
('no', 'Iwasuki'),0.0
('deposed', 'as'),0.0
('1414', ')'),0.0
('One', 'Hundred'),1.0
('SHIGEMORI', ')'),0.0
('through', 'until'),4.0
Sento,0.0
Zen-sect,0.0
('pickles', '('),-1.0
Sato,0.0
('Nara', 'National'),-1.0
(',', 'Kita-ku'),0.0
Choroku,-6.0
('twelfth', 'in'),1.0
('Imperial', 'Palaces'),0.0
('illustrations', 'of'),-2.0
('(', '名跡'),0.0
('who', 'indulges'),0.0
MATSUURA,-2.0
('Sakurai', 'family'),-4.0
('Dynasty', 'over'),0.0
('do', 'dokuju'),-2.0
('arts', ','),-7.0
('of', 'Heaven'),1.0
('a', 'player'),-1.0
('Prince', 'Gyoen'),0.0
('that', 'displays'),0.0
('Taigyaku', 'Jiken'),0.0
Kirara-zaka,0.0
Tsuno,0.0
('guarding', 'or'),-2.0
('formal', 'response'),-1.0
('status', 'of'),-3.0
('Ambassador', 'to'),-1.0
('Asny', ')'),0.0
('(', '698'),2.0
('formerly', 'Kamo-cho'),0.0
('painter', '.'),13.0
('Sangaku', ','),-1.0
(',', 'via'),-1.0
Makibashira,3.0
('1-chome', ','),-1.0
Mincho,1.0
('epicure', 'in'),0.0
good,-10.0
('saishi', ','),0.0
('rise', 'in'),0.0
('Narimasa', 'SASSA'),1.0
('school', 'based'),2.0
('Kanzan', 'YAMADA'),1.0
-September,0.0
('folk', 'religious'),0.0
('who', 'propagates'),3.0
("'", 'kuge'),-1.0
intended,-3.0
Toyosaki,-1.0
('bathing', '.'),-1.0
Hatto-gun,0.0
('Karuka', ','),0.0
('Takakura', ','),0.0
('Yoshimoto', 'Kogyo'),0.0
bacillus,0.0
('officers', 'as'),-2.0
('live', 'in'),2.0
('SOGA', '('),1.0
Gukansho,2.0
kawadoko,0.0
('ishi-bocho', '('),0.0
('the', 'Joseon'),-1.0
('is', 'evil'),0.0
Thought,-1.0
('by', 'attaining'),-1.0
Muneira,1.0
Taijoko,5.0
('Todai-ji', 'Temple'),1.0
('Myojin', 'Taisha'),-1.0
('Black', 'Ships'),-1.0
('-October', '2'),1.0
('–', '733'),1.0
('secure', 'provisions'),0.0
('Tokyo', ','),-2.0
('sanbo', ','),-2.0
('Daisaitogoma', 'ceremony'),-3.0
('movie', 'theme'),-1.0
GYOTOKU,1.0
('(', 'music'),-2.0
('the', 'duties'),0.0
('and', 'Sailors'),-1.0
('later', 'Kamakura'),1.0
('busho', 'in'),1.0
('foreign', 'nations'),-1.0
('no', 'Takachika'),1.0
774-835,-2.0
Minamikuwada-gun,0.0
governament,-1.0
('Dojo', 'family'),0.0
('and', 'culture'),2.0
('Tatsunosuke', 'ONOE'),5.0
('masterless', 'warriors'),9.0
('The', 'Sumiya'),-1.0
unofficial,-2.0
('Akirakeiko', 'or'),0.0
('of', 'theatre'),0.0
('army', 'which'),0.0
gaseous,-1.0
('Fumitugu', '('),0.0
('in', 'Minochi'),0.0
ura,-1.0
('nun', ')'),2.0
Shojiroku,-2.0
Sennichi-kaihogyo,0.0
Eiji,0.0
('or', 'box'),0.0
('Tenpo-Oban', 'refers'),-2.0
stabilize,-2.0
('by', 'adults'),-2.0
Kurotaki-mura,-1.0
skunk,-1.0
dramas,0.0
('formally', 'known'),-1.0
joi-ha,-1.0
('1397', ')'),0.0
Kozai,0.0
('to', 'administer'),-4.0
('Ganami', '('),1.0
('businessperson', 'who'),0.0
('Shingi', 'Shingonshu'),1.0
Ajariya,-1.0
('Constitution', '.'),-1.0
cosmetics,-1.0
('of', 'Shomon'),-1.0
('Kigen', '('),4.0
seclusion,-1.0
('shrine', 'visit'),-2.0
('Tumulus', ')'),0.0
('order', 'such'),-2.0
('Uraku-ryu', ')'),-1.0
frozen,-2.0
Gennojo,0.0
groove,0.0
('magistrate', 'in'),0.0
Kogisho,0.0
('SUMITOMO', '('),0.0
('odo-gawa', 'River'),0.0
('1073', ')'),0.0
('Rebellion', '('),-6.0
('(', 'hymns'),12.0
(',', '1400'),0.0
('TAGA', '('),0.0
('musical', 'nature'),-2.0
('in', 'Osaka-cho'),0.0
('YANAGIHARA', '('),1.0
Sanjou-Street,-2.0
('Goshogo', 'is'),3.0
1571,1.0
('Ikkan', 'HIKI'),0.0
('third', 'child'),0.0
('mashed', 'and'),-2.0
('Kabu-renjo', 'Theater'),0.0
('TANAKA', 'at'),-1.0
('the', 'eldest'),0.0
wear,-1.0
Goken,0.0
('pseudonym', 'after'),0.0
('of', 'setsuwa'),7.0
('1255', 'during'),2.0
('Southern', ')'),-7.0
('Norikata', ','),-2.0
('to', 'documents'),2.0
('12th', 'Seii'),1.0
('use', 'of'),-3.0
('Shinden', '.'),5.0
('white', 'jackets'),0.0
('Studies', ')'),9.0
thief,2.0
('the', 'region'),0.0
('application', 'to'),0.0
('looks', 'and'),0.0
('Kisshoten', '('),0.0
('Kyoto', 'Shogi'),0.0
('city', ')'),0.0
('(', '1527-January'),1.0
underneath,-1.0
('Tachinokami', "'"),0.0
('reform', ')'),0.0
('Japan', 'Freight'),0.0
('imperial', 'cities'),0.0
('1655', ')'),1.0
wandane,-2.0
('Sorin-ji', 'Temple'),-1.0
('21,1729', '-'),1.0
(',', 'religious'),1.0
('for', 'high-speed'),0.0
flake,-1.0
('Kawaramachi-dori', 'and'),0.0
('into', 'being'),-1.0
('KAWAGUCHI', '('),1.0
('Enryaku-ji', 'Temple'),5.0
('Sakaya-yaku', 'was'),-3.0
('tournament', 'of'),0.0
('Kiyokado', 'KANZE'),1.0
Kyusen,1.0
('the', 'third'),27.0
("'", 'Shiki'),0.0
('the', 'practice'),-9.0
('of', 'aoi-mon'),-1.0
('attacked', '.'),-1.0
('only', 'metal'),0.0
('"', 'nito-ryu'),0.0
('wide', 'and'),0.0
('Kaneakira', '('),1.0
('as', 'Kujikokuzo'),-2.0
Yuzen,0.0
('1904', ')'),2.0
('several', 'pieces'),-2.0
('and', 'again'),0.0
('Vehicle', ')'),-4.0
('Ninja', '('),-9.0
Ichikawa-ryu,0.0
('who', 'settled'),-1.0
('1492', '-'),1.0
murals,0.0
('1,300', 'years'),-1.0
('Hanami', 'no'),-1.0
('Norizumi', '('),-1.0
('(', 'this'),-1.0
(',', 'Ikoma-gun'),-3.0
('Daijokanpu', '('),-6.0
('石獅子', '"'),0.0
('from', '1800'),0.0
('(', 'Kinsei'),0.0
ikake,-1.0
felonies,0.0
('Yoshiteru', 'ASHIKAGA'),3.0
approval,0.0
('from', 'Daijokan'),-1.0
('Kinen-sai', 'festival'),-1.0
('with', 'Japanese-lemon'),-2.0
('Tosa', 'Domain'),3.0
('organizing', 'the'),0.0
Katsuragawa,-1.0
('aimed', 'to'),-1.0
SAWA,2.0
('Kamigoryo', 'Nakamachi'),0.0
('tale', 'completed'),3.0
('to', 'Buddhism'),-4.0
sauce,-17.0
Taikan,0.0
('amatsuhiko', 'hiko'),0.0
(')', 'kept'),0.0
('mimawarigumi', '('),0.0
('Gobyono-kofun', 'is'),0.0
('or', 'may'),0.0
Sanboku-Isso,0.0
(')', 'manuscripts'),4.0
('1555', ','),2.0
('and', 'tennin'),-1.0
('(', 'religious'),0.0
('from', 'flour'),0.0
('TSURUYA', 'the'),-3.0
('of', 'Sanron'),2.0
('his', "'"),0.0
Yamashina,-10.0
Mitsuba-aoi,-1.0
("'", 'doctrine'),0.0
1745,2.0
('/', 'Maizuru'),-1.0
('Buddha', 'statue'),0.0
('Shigesada', '('),0.0
('instead', 'begin'),0.0
TAKANOSE,0.0
general-purpose,-1.0
ayu,-2.0
Hardy,0.0
('812', ')'),0.0
KAYAMA,3.0
('Sueharu', 'SANJO'),0.0
Johen,3.0
YABUI,1.0
('(', '1831'),1.0
('and', 'bamboo'),0.0
('modern', 'days'),-2.0
1526,2.0
('JITSUKAWA', 'was'),0.0
Matsudaira,1.0
stories,7.0
Tenshojingo,0.0
Shirakawa-hakuo,-3.0
('chairman', ','),-2.0
Edomae-zushi,0.0
('Wa', 'or'),0.0
federation,-3.0
('Kokerabuki', 'is'),0.0
('of', 'acts'),-6.0
('which', 'literally'),8.0
Noen,1.0
('Local', 'Administrative'),0.0
matured,0.0
('or', 'Kasei'),0.0
("'", 'shintai'),0.0
('court', 'who'),0.0
('anecdotes', 'compiled'),-2.0
('Sect', 'in'),29.0
(',', '1049'),0.0
(',', '&#91;'),-5.0
('the', 'Quarter'),4.0
('Asuka', 'no'),-2.0
('Uchiki', '('),0.0
('Nanakusa', ')'),-2.0
('observed', 'most'),0.0
Imiki,-3.0
('centralization', 'enterprises'),0.0
('Emperor', 'Go-Fukakusa'),0.0
decorative,0.0
(')', 'TOKUGAWA'),1.0
('no', 'Nakatsukuni'),10.0
('emergency', ')'),0.0
('Sawara', '('),3.0
('rail', 'between'),0.0
('The', 'Nishigori'),-2.0
('Sueyoshi', 'ABE'),1.0
('Shomono', 'is'),3.0
('(', 'Chan-zong'),-6.0
('many', 'students'),-1.0
('methods', 'of'),-9.0
(',', '886'),1.0
('a', 'just'),0.0
('the', 'attendance'),0.0
('air', 'such'),-1.0
('26th', 'hoshu'),0.0
("'s", 'court'),-6.0
Nanki,-1.0
Noritada,0.0
('instituted', 'in'),-1.0
('Machi-shu', '('),-3.0
Takafuji,-4.0
elevation,-1.0
('spa', 'situated'),0.0
('Shigemoto', ')'),-3.0
Shingosen,2.0
Mimuro,-1.0
('Makino', 'Production'),-1.0
Jade,0.0
('Kokushi', 'in'),-1.0
('warlord', ','),1.0
('(', '681'),1.0
('KUWAYAMA', '('),4.0
('shrines', 'which'),0.0
('no', 'Mikotonori'),-2.0
('Prince', 'Munetaka'),0.0
('the', 'streets'),-2.0
('headmen', ')'),0.0
Jinkoki,2.0
('headdress', 'in'),-1.0
('Deep', 'North'),5.0
('Chinese', 'tea'),0.0
1791,0.0
('Korefusa', 'MADENOKOJI'),1.0
('of', 'lingering'),-1.0
704-760,1.0
('1308', 'to'),0.0
('Commander', ')'),0.0
('Skeleton', 'woman'),-1.0
('Amatoyotsuhime', 'no'),2.0
(',', '743'),-3.0
('Shiodome', 'Station'),0.0
('sacred', 'and'),0.0
('other', 'special'),0.0
Michimura,0.0
('monogatari', 'toshidachi'),2.0
(',', '1178'),0.0
('Owari-zukuri', 'style'),-1.0
('Buddhist', 'architecture'),0.0
('from', 'his'),1.0
('properties', 'that'),0.0
providence,-3.0
('Sakyo-ku', 'Ward'),-2.0
('-', '1199'),3.0
('ocho', 'setsu'),-1.0
('Izumo', 'Daijingu'),-1.0
('Rinzaishu', 'and'),0.0
year-reckoning,0.0
('no', 'Nukamushi'),0.0
('board', ','),0.0
('became', 'an'),-3.0
('1584', '-'),0.0
('Hidden', 'Buddhist'),-2.0
('which', 'in'),-2.0
Abe-jinja,0.0
('is', 'included'),-1.0
('is', 'memoirs'),9.0
('no', 'Orochi'),1.0
('no', 'Kigu'),0.0
("'s", 'concubine'),0.0
('meters', 'in'),-1.0
('Kozui', 'OTANI'),4.0
Fujinomori-jinja,-1.0
('plural', 'fermentation'),0.0
('were', 'divided'),0.0
('against', 'Silla-Tang'),-1.0
('Japanese', 'dish'),-5.0
('Nobusue', '('),1.0
年期売,-2.0
('NAKANOBO', 'was'),0.0
('inherited', 'the'),-4.0
Imadegawa,0.0
incidents,-5.0
('YOSHIOKA', '('),0.0
('Kamaboko', '"'),0.0
('大学寮', ':'),0.0
('(', 'officer'),-4.0
('common', 'use'),0.0
('Tang', '.'),1.0
('present', 'Aratsuka'),0.0
('and', 'Dazai-fu'),-1.0
('crime', 'and'),0.0
('seven', 'great'),0.0
('Japanese', 'who'),0.0
1519,0.0
('Myoshinji', 'Station'),0.0
('to', 'Ancient'),2.0
('(', '1306-'),4.0
gratitude,-2.0
('Koben', '('),2.0
('functions', 'such'),-1.0
('tower', 'high'),0.0
('name', 'created'),4.0
('true', 'teachings'),0.0
('handling', 'human'),0.0
Shrines,-13.0
Fuyuyoshi,2.0
('sechie', 'was'),0.0
('for', 'Daijokan'),0.0
('administration', 'organization'),0.0
designation,-4.0
('mahaavairocana', 'in'),-1.0
('from', 'Takeo-ryo'),2.0
Banjo,0.0
yeasts,0.0
('ROKKAKU', '('),2.0
('Asian', 'system'),2.0
('mainly', 'on'),3.0
('dowager', ','),3.0
judicature,-3.0
1463,1.0
('well-equipped', 'cohorts'),-3.0
Gyokushu,3.0
('Tanaka', 'Kamiyanagi-cho'),-1.0
western,-13.0
meike,-11.0
('then', 'deciding'),-1.0
('Notteko', 'Bus'),-1.0
Zao-cho,-1.0
('name', 'or'),3.0
('TETSUGYU', '('),0.0
('is', 'kagura'),0.0
('(', 'fermented'),-2.0
('certified', 'by'),0.0
('no', 'Nagate'),2.0
('as', 'a'),-56.0
(',', '1911'),17.0
('high-ranking', 'court'),-7.0
('are', 'okurina'),3.0
Yamasaki-hashi,0.0
('To-ji', 'Temple'),0.0
('Ariyo', '('),1.0
('author', 'of'),1.0
('Katamori', 'MATSUDAIRA'),2.0
zo-daikinjo,0.0
('scholars', '('),-3.0
('soji', '('),-2.0
('Sakubei', 'is'),0.0
core,-6.0
Shoin,1.0
('codes', ','),0.0
('critique', 'of'),4.0
('meanings', ':'),-6.0
('Yotaiin', '('),0.0
('refined', 'sake'),-2.0
('operating', 'the'),-1.0
('大枝山', ')'),0.0
Norimochi,0.0
('a', 'glance'),0.0
('negotiated', 'with'),-1.0
('is', '342'),0.0
('the', 'heavens'),-2.0
('Tanba', 'region'),0.0
Daikakuji,1.0
('Gnecchi-Soldo', 'Organtino'),1.0
('utensils', ','),-1.0
('DAINICHIBO', 'founded'),-1.0
restaurant,-6.0
('present-day', 'Akasaka'),-3.0
('Town', 'is'),-1.0
('Egen', '('),0.0
('led', 'to'),-3.0
('abortive', 'coup'),-1.0
('January', '20'),-1.0
('Prince', 'Tsunahito'),0.0
('-', '1907'),2.0
('jam', 'in'),0.0
('Ukei', 'is'),0.0
('to', 'say'),0.0
('throw', 'the'),0.0
('by', 'sewing'),-1.0
('Shimpuren-no-ran', 'War'),0.0
('the', 'nobles'),-4.0
('Accountant', '('),1.0
('ghost', 'whose'),0.0
(',', 'Joseon'),-1.0
('as', 'Shobo'),0.0
796,0.0
('no', 'Seimei'),-1.0
Genkuro,0.0
('lord', '('),3.0
subdued,3.0
('and', 'Han'),0.0
('six', 'great'),0.0
Shodo,-4.0
Tametoki,1.0
('the', 'classes'),-2.0
('silk', ','),0.0
('hinode', 'refers'),0.0
('dish', ','),-1.0
('Hachijo', 'Uesugi'),0.0
('of', 'troops'),-1.0
!,-6.0
('all', 'over'),4.0
('jargon', 'used'),-2.0
('peasants', 'within'),-3.0
('and', 'Amami'),-1.0
privately,3.0
('be', 'a'),0.0
Yuzuki,0.0
('Sen', 'families'),-1.0
trick,-1.0
('serve', 'as'),0.0
('who', 'flourished'),6.0
('below', '.'),-2.0
Kotai-jinja,-1.0
1573-1592,0.0
('records', 'concerning'),0.0
('1682', '-'),2.0
('(', '巨勢徳多'),0.0
('Kuramae', 'nyuyo'),-1.0
1877,6.0
('on', ','),-2.0
1636-October,1.0
fuse,3.0
('that', 'once'),-10.0
('old', 'education'),-4.0
('Nagako', 'during'),3.0
('Ifukube', 'clan'),1.0
('the', 'altar'),-1.0
celebrating,-3.0
('to', 'Roju'),0.0
('Monogatari', '.'),3.0
('no', 'Miyasudokoro'),1.0
('off', 'evil'),-2.0
amidabutsu,-4.0
('used', 'between'),-2.0
modernization,1.0
(',', 'Tajima'),-1.0
('Ryoko', '('),1.0
Đông,-1.0
('and', 'providing'),-2.0
('Kizu', 'Station'),0.0
('Aga', 'no'),2.0
('tradition', 'is'),0.0
('orders', 'from'),0.0
Tametsuna,0.0
mikannagi,0.0
('Ami-ha', 'school'),0.0
('nation-wide', 'networks'),-1.0
Motoie,2.0
('Kyoto', 'Choho-ji'),1.0
('seventy-third', 'Emperor'),0.0
('Hotoke-gozen', '('),1.0
('wine', ')'),-8.0
('Uchimaro', '('),0.0
('transfers', 'the'),6.0
('Munenori', 'YAGYU'),0.0
(',', '1703'),1.0
('names', 'that'),5.0
('Munetaka', '('),0.0
chotei,-1.0
Taiko,0.0
Real,0.0
('who', 'would'),-3.0
books,0.0
('(', 'shogunate'),0.0
('Kasen', 'Emaki'),2.0
Tadatoshi,1.0
claimed,-8.0
('had', 'to'),-1.0
('also', 'means'),-4.0
TOMITORI,1.0
('Jinja', 'architecture'),-3.0
('shrine', 'festivals'),-1.0
('Wakiokan', '('),0.0
('framework', 'with'),0.0
('Raku', 'family'),-1.0
(',', 'Nagayoshi'),0.0
('Osaka', 'who'),0.0
('of', 'Ietsuna'),2.0
Akihira,2.0
('and', 'fief'),0.0
stem,0.0
Miwa,-4.0
('the', 'bridge'),-1.0
('nanga', '('),0.0
('Frois', '('),0.0
('of', 'Jibukyo'),0.0
('The', 'Old'),3.0
('rei', 'is'),2.0
patriots,0.0
('Shotoku', 'Hooteisetsu'),3.0
Lu,0.0
('politics', 'held'),0.0
('plant', "'s"),0.0
('the', 'Dutch'),-3.0
('1325', '-'),0.0
('repair', 'and'),-1.0
('Takekunikoriwake', 'no'),2.0
('about', 'administrative'),0.0
('Daikakuji-to', 'is'),2.0
('Kitayama', 'Juhachi'),-3.0
('the', 'Hosso'),4.0
('Oshiroibaba', '('),0.0
('(', 'he'),3.0
('The', 'Geihin-kan'),-1.0
('Teishinko-ki', 'is'),2.0
('article', 'outlines'),0.0
('YAKUIN', '('),0.0
('(', 'Gifu'),-2.0
Tamagoyaki,-1.0
('1880', 'to'),0.0
('which', 'spread'),0.0
('is', 'July'),2.0
('spirit', ')'),-3.0
('comprised', 'a'),0.0
('Takamikura', 'is'),4.0
('death', 'unclear'),0.0
('astronomy', ')'),0.0
('by', 'Sukehito'),-2.0
('about', 'tyrannies'),0.0
group,-44.0
Terumasa,0.0
('Historic', 'Buildings'),0.0
Motonaga,2.0
Peking,0.0
Homongi,-1.0
('ice', 'that'),0.0
('876', 'to'),1.0
Tomohisa,0.0
('April', '23'),2.0
Divination,-2.0
('-', 'disappeared'),3.0
('people', 'since'),-1.0
('Yamabana', '('),-1.0
('the', 'tenbu'),0.0
("'s", 'movement'),1.0
('June', '1903'),0.0
('Hakama', '"'),0.0
('kana', '('),5.0
('ancient', 'to'),-1.0
('Maki', ','),2.0
('hachimon', 'is'),-2.0
('for', 'miscellaneous'),-3.0
('Mahayana', '('),-1.0
('by', 'installing'),0.0
('Rosanjin', '/'),0.0
('Agemaki', 'is'),3.0
('work', 'pants'),0.0
('and', 'Tenbu'),0.0
('dialect', 'is'),0.0
(')', 'removed'),-1.0
('光保', ':'),0.0
('999', ')'),0.0
Sui,0.0
('suited', 'for'),-1.0
(',', 'Uchiuchi'),-1.0
('of', 'Waka'),1.0
('school', "'s"),1.0
('be', 'distinguished'),-1.0
('to', 'schools'),0.0
('City', 'of'),-5.0
('697', '-'),1.0
('Sung', 'Japanese'),1.0
('Chori', ')'),-1.0
('body', 'are'),0.0
('essay', '('),3.0
('govern', 'areas'),-1.0
('civil', 'culture'),-1.0
('to', 'middle'),8.0
Ote-mon,0.0
('Mimasaka', 'Province'),2.0
('Miyazaki', ','),0.0
('Shige', 'and'),0.0
('jo', '('),-6.0
('museum', 'mainly'),-1.0
potteries,3.0
('Uda', 'counties'),-1.0
('Temple', 'now'),-1.0
NAMIKI,5.0
('fortify', 'the'),0.0
(',', 'saltiness'),0.0
('and', 'muradaka'),-1.0
('Japanese', 'Envoys'),0.0
('1875', '-'),1.0
('screen', ')'),-2.0
Konyo,0.0
('Bokkaishi', 'was'),0.0
('her', 'relative'),1.0
Gesshin-ji,-1.0
('East', 'Barbarian'),0.0
('suicide', 'with'),-1.0
('Nihon', 'Gafu'),4.0
('Period', 'of'),26.0
granting,0.0
Novels,0.0
('upon', 'mutual'),0.0
intercalary,-1.0
('of', 'original'),-2.0
('Gion', 'Matsuri'),0.0
('3', ','),89.0
('1435', ')'),0.0
('officially', 'designate'),4.0
konden,-3.0
('i.e.', 'the'),-1.0
('Heian', 'period'),149.0
('the', 'Classical'),1.0
('and', 'chestnuts'),-1.0
('most', 'senior'),-5.0
('dispatched', 'by'),-1.0
('common', 'supernatural'),-2.0
hip,-1.0
('Shichifukujin', '('),-1.0
('and', 'vengeance'),-2.0
procession,-1.0
-November,1.0
('arts', 'swimming'),-1.0
('&#91;', 'Tang'),-1.0
1742-March,0.0
Ahiratsuhime,0.0
Nariai-ji,0.0
('zuihitsu', 'essay'),3.0
55,0.0
learning,-17.0
('or', 'young'),-2.0
('1260', 'by'),-1.0
('city', 'which'),0.0
('between', 'descendants'),2.0
('(', '841'),0.0
Taxis,-2.0
(')', 'similar'),-3.0
('Saiten', 'is'),0.0
('120', 'm'),-1.0
Sovereignty,0.0
('she', 'had'),0.0
SUGIWAKA,0.0
('ink', ','),0.0
('also', 'referred'),-22.0
('"', 'Heavenly'),-3.0
('1467', 'and'),-1.0
('honor', 'of'),3.0
('Genroku', 'culture'),0.0
('most', 'ancient'),0.0
('the', 'diary'),3.0
kiyome,-2.0
('gośīrşa', ')'),-5.0
(')', 'Gogyo'),-2.0
('the', 'ninety'),1.0
('Kaneko-jo', 'Castle'),0.0
roofs,-2.0
('no', 'Mizukakinomiya'),-1.0
KASHIO,1.0
(',', 'Tagishimimi'),3.0
('its', 'south'),0.0
Non-number,-2.0
('Buddhist', 'Shingon'),0.0
associates,0.0
assert,-1.0
('Pass', '.'),0.0
('ONO', 'was'),1.0
('roads', 'during'),0.0
Doso-jin,0.0
('were', 'held'),1.0
('rank-and-file', 'member'),0.0
nurturing,-3.0
('Ministry', 'since'),-1.0
('or', 'their'),-1.0
('the', 'purview'),-1.0
937,0.0
('Soba', 'is'),0.0
('Gosanke', ','),-2.0
('Hikaru', 'INOUE'),1.0
('no', 'Uona'),1.0
('zone', 'surrounding'),-1.0
('sports', 'that'),-3.0
('I', 'crossed'),1.0
('Gorogadake', 'is'),0.0
Sanpo,-2.0
('Japanese', 'weapon'),0.0
('531', '.'),0.0
('MATSUDAIRA', ','),3.0
Chikahiro,1.0
tonenjo,-2.0
('no', 'Yorisue'),1.0
('systematized', 'way'),0.0
('beauty', '.'),-1.0
cormorants,0.0
('summoned', 'to'),-1.0
('Emperor', 'Uda'),-2.0
Umegakoji,-3.0
Otonobe,0.0
('ban', 'on'),-2.0
('Hanbatsu', '('),0.0
(')', 'wrapped'),0.0
('each', 'utensil'),0.0
('four', 'types'),-1.0
('an', 'audience'),-1.0
('Fumon', '('),0.0
Heizei-gojo,0.0
Sakyo-ku,-2.0
relief,0.0
('Hoshu', 'KATSURAGAWA'),1.0
('formerly', 'Kizu-cho'),0.0
normally,-2.0
('outstanding', 'people'),-1.0
('Mata-nozoki', 'is'),0.0
(',', 'Hogan'),-3.0
('the', 'departments'),5.0
('Toji', 'school'),0.0
('1352', '-'),3.0
('provincial', 'proprietor'),-1.0
('cartoon', 'or'),-1.0
('faction', 'led'),-5.0
('or', 'Hideyori'),1.0
('Japanese', 'reading'),-1.0
('periods', '('),-2.0
Yamakuma,1.0
('Gardens', 'are'),-1.0
('saiten', 'no'),0.0
('Divinities', ')'),-15.0
('hundred', 'and'),2.0
Ika,-2.0
('of', 'fermentation'),-2.0
('bus', 'route'),-6.0
('of', 'authority'),-1.0
('a', 'scenic'),0.0
(',', '1150'),2.0
Chiekoin-dori,0.0
('Bukeho', '('),0.0
qing,0.0
('and', 'sale'),-2.0
('from', 'frozen'),-2.0
(')', '?'),-3.0
('of', 'Hosso'),6.0
('or', '23'),0.0
1782-September,2.0
('1839-December', '8'),6.0
(')', 'VI'),0.0
('a', 'knee-drum'),2.0
('Military', 'Commissioner'),3.0
('a', 'Princess'),0.0
('is', 'next'),0.0
蘆名,-2.0
Inn,-2.0
(',', 'sitting'),0.0
('consideration', 'for'),0.0
('Sight-seeing', 'Tram'),0.0
('1365', '-'),0.0
('calendar', 'date'),0.0
('of', 'limitations'),-1.0
('Fushimi', 'Inari-taisha'),-3.0
('tales', 'from'),0.0
Tokusen,0.0
('financial', 'institution'),0.0
('1131', '~'),1.0
('a', 'temporary'),-1.0
('between', 'Nishi-Maizuru'),-1.0
360,1.0
('Jin', 'of'),3.0
('Kuminohama', 'Hot'),-1.0
Yoshitomi,0.0
('Uzagaku', '('),0.0
('Emperor', 'Suinin'),3.0
('The', 'Toin'),0.0
('tenth', 'century'),0.0
('post', 'conferred'),0.0
('mikoshi', 'or'),0.0
('Tides', 'of'),1.0
('Japanese', 'flower'),-1.0
('three', ';'),4.0
('term', 'refers'),-1.0
('transportation', 'and'),-2.0
Peerage,0.0
('Commissioner', 'is'),0.0
('from', 'steamed'),0.0
('high-rank', 'housekeeper'),1.0
procedures,-2.0
('and', 'format'),2.0
upper-class,-6.0
('(', 'surveys'),0.0
('Monzeki', '('),1.0
1329,0.0
('of', 'honor'),-3.0
('in', '1918'),0.0
('a', 'route'),0.0
Yoan,1.0
('be', 'uttered'),0.0
('imperially', 'bestowed'),0.0
('1894', '－'),-4.0
('of', 'obi-musubi'),-1.0
('commutation', ')'),0.0
TAKECHI,2.0
('Nichiren', 'Sect'),-4.0
('(', '702'),0.0
('The', 'rice-policing'),0.0
('prominent', 'military'),0.0
('food', 'supplied'),-4.0
Bonze,-1.0
Aketatsu,2.0
('you', 'especially'),-1.0
('that', 'used'),-3.0
('Happi', '('),0.0
('matchmaking', '.'),0.0
('identification', 'evidence'),0.0
Koke-Hatamoto,1.0
('27', ':'),-1.0
('-', 'that'),0.0
Masamune,-5.0
Akikage,1.0
into,-35.0
('high-quality', 'Nishu'),0.0
('1158', ','),0.0
('an', 'oroshigane'),0.0
