tok,count
"Musochi",1
"Fuku-in",1
"Takahata",1
"Onusa",1
"Noritsugu",1
"NANBATA",1
"Seiwa-in",1
"Geinosha",1
"Ungaikyo",1
"metamorph",1
"golden",2
"Kozei",1
"KASHIWAGI",1
"Ichimai",1
"Kishomon",1
"Gakumongenryu",1
"NAWA",1
"Kukurio",1
"Shibo",1
"Kagetsuan-ryu",1
"Kakuo",1
"Utahashi",1
"Tanzan-jinja",1
"Chikatsuna",1
"KANAMARI",1
"c.1526-August",1
"Ⅱ",1
"Miyazu-him",1
"Otoyo",1
"Miyakko",1
"secretari",2
"Sanjusangen-do",1
"Kuwata-gun",2
"Kujaku",1
"Knife",1
"Shijoryu-Hochodo",1
"Archipelago",2
"Tatsuta",1
"Tekagami",1
"dankan",1
"fragmentari",1
"kohitsu",1
"Donei",1
"Eio",1
"Enshrine",1
"Takemikazuchi-no-mikoto",1
"Futsunushi-no-kami",1
"Futsunushi-no-mikoto",1
"Amenokoyane-no-mikoto",1
"Hime-no-kami",1
"Voluntari",1
"discontinu",1
"80",1
"Gradual",1
"discharg",2
"explos",1
"Ujibashi",1
"Danpi",1
"Hashi-dera",1
"Hojoin",1
"Inabanokuni",1
"Gyoga",1
"803",1
"tsuho",1
"Ichiban-yari",1
"spear",1
"Heguri",4
"Jingumichi",1
"astronomi",1
"Akitomo",1
"Tomonojo",1
"1826-August",1
"Tsushimafuchu",1
"Tanakura",1
"Satoyashiki",1
"Hirao",1
"year-unknown",1
"Zomyo",1
"927",2
"Boncho",1
"NOZAWA",1
"Aisho",1
"compat",1
"TSUKASA",1
"Naganuma",5
"dispos",1
"concess",1
"Narita",1
"Nishioji-oik",1
"1154",3
"Ietsun",1
"Tobaku",1
"Hank",1
"lowest-rank",1
"hocho",1
"goho",1
"brick",1
"Oshikai",1
"oshigai",1
"seller",1
"buyer",1
"Shunkoin",1
"1747-",1
"Shigehid",1
"Genin",1
"bodaiji",1
"afterlif",1
"Kyuso",1
"mous",1
"undergo",1
"Shokan",1
"entrust",1
"Kojidan",2
"Kaichoon",1
"Bin",1
"UEDA",1
"Hongo",1
"Genju",1
"KEIAN",1
"1427-Juli",1
"Satsunan",1
"Kanjin",1
"keidai",1
"Uneme",4
"maid-in-wait",1
"Bu",1
"Tenshin-han",1
"Saitansai",1
"barrel",1
"festal",1
"Muneharu",1
"1469-1489",1
"1598-October",1
"Nagi",1
"archaic",1
"源義経",1
"義經",1
"Kanemoto",1
"鷹司",1
"兼基",1
"konida",1
"Kuwai",1
"tuber",1
"Sagittaria",1
"trifolia",1
"aquat",1
"Alismatacea",1
"plantain",1
"tagusa",1
"enbi-kusa",1
"kuwa",1
"dull",1
"koryubujutsu",1
"kobujutsu",1
"Housai",1
"Aratama",1
"Aramitama",1
"Niki",2
"tama",1
"mitama",1
"Gomomozono",1
"Ebi-imo",1
"Reishi",3
"chugu",3
"Kikokusenkin",1
"abhor",1
"yakata-bun",1
"zashiki",1
"Mitsumun",1
"1257",1
"Insho-Domoto",1
"Hibasuhim",1
"1055-Januari",1
"Kanjo-kumigashira",1
"Bunyu",1
"NANJO",2
"614",1
"Enrian",1
"Rokunojo",1
"UTSUGI",1
"Kogyoku",1
"594",1
"August24",1
"thirty-fifth",1
"1755",1
"Baijaku",1
"bassist",1
"Eulsa",1
"Dai-niji",1
"Nikkan",1
"Kyoyaku",1
"Japan-Korean",1
"Tomiko",1
"1743-Januari",1
"Tenrikyo-sect",1
"Oshimodoshi",1
"aragoto",1
"dynam",1
"exagger",1
"postur",2
"Shuni-",1
"hoe",1
"Shunigatsu-",1
"kSiti",1
"gharbha",1
"yamakasa",1
"Sanetsugu",1
"taikodai",1
"Takaragaike-dori",1
"forefath",1
"390",1
"Shunzo",1
"MOMONOI",1
"Gyoken",1
"Heshiko",1
"rice-bran",3
"Sennyo",1
"Bomon-him",1
"Kitaoji-dori",1
"6-chome",1
"on-myo-ji",1
"on-yo-ji",1
"Koya-gir",1
"incomplet",1
"Shoryoryo",1
"Jibu-sho",1
"yunomura",1
"Kanegasaki",1
"Kanegasaki-jo",1
"Onara",2
"Shurei",2
"Honknan",1
"Aoshima",1
"340",1
"120",2
"Satchodohi",1
"Kikuka-monsho",1
"Kikka-monsho",1
"Taneyoshi",1
"Genzaburo",1
"yukiyasu",1
"NAGASHIMA",1
"Shurin",1
"KEIJO",1
"Kichiei",1
"Tokimochi",1
"877-May",1
"yubai",1
"Rakuyo",1
"Asaka",1
"Koretoki",1
"1582-October",1
"Kannoosan-jo",1
"Kayadani",1
"alluvi",2
"Egasa",1
"Ichijio",1
"sixty-ninth",1
"Toshiatsu",1
"1759-August",1
"Kyogokuha",1
"kamado",1
"furnac",1
"apparatus",1
"E",1
"Ingakyo",1
"Genzai",1
"Inga-kyo",1
"life-stori",1
"nationwid",1
"Choshiyama-kofun",1
"Takeno-gun",1
"Amatoyotsuhim",1
"annex",2
"much",1
"possibl",1
"Motosada",1
"Kinen-sai",1
"Toshigoi",1
"Tadayori",1
"maJjuzrii",1
"Bosatsus",1
"Tosenji",1
"Gentaro",1
"1853-April",1
"Kita-machi",1
"Kuwata",1
"Shichitorikoi",1
"creditor",2
"whether",1
"Meitoku",2
"六角",1
"氏郷",1
"Nitab",1
"Bettarazuk",1
"Byo",1
"Otamaya",1
"Hokora",1
"Gado",1
"betsugyo",1
"631",1
"40th",1
"山口",1
"益",1
"1976",1
"luxuri",1
"TSUCHIDA",1
"fukuroshi",1
"Jisshiki",1
"Daiun-ji",1
"Shikigami",1
"Shikijin",1
"fierc",1
"populac",1
"Kijin",1
"Sanuki-jinja",1
"yorikiyo",1
"Morita",1
"Riversid",1
"Counselor",3
"Munemaro",1
"ISHIGURO",1
"Kuguminato",1
"Imizu",2
"Hosono",1
"Koaza-Nagatsuka",1
"Oaza-Hosono",1
"Sorakugun",1
"yamashina-jinja",1
"Kintaro",1
"Noritoki",1
"1411",1
"Ryuko",1
"Shimizudani",1
"Shigenoi",1
"Kisagaihim",1
"Umugihim",1
"long-us",1
"oblong",1
"Tsukkorobashi",1
"Gakoshi",1
"Takasebun",1
"中務省",1
"Sumako",1
"shingeki",1
"KOTOKUI",1
"non-nobl",1
".under",1
"Hira-jiro",1
"Tamadeyori",1
"Matsurikitaru",1
"Sakatoke-jinja",1
"Koji-buta",1
"tray",1
"925",1
"Saneyori",1
"yumeharizuki",1
"Crescent",1
"Bakin",1
"KyOKUTEI",1
"Genkoan",1
"Tamesuk",1
"1263",3
"Burabura",1
"five-lin",1
"Mojiri",1
"mojiri",1
"Daisenji",1
"engi",1
"Daisen-ji",1
"Kimiko",1
"yOSHIMI",1
"suibokuga",1
"Daihi",1
"Umaji",1
"Isobe-jinja",1
"Morifusa",1
"1757",1
"Ginkakuji-cho",1
"Hirotak",1
"Harakomeshi",1
"Gaishi",1
"Uchimizu",1
"Moshi",1
"71st",1
"72nd",1
"Zakko",1
"shokugyob",1
"absenc",1
"Philharmon",1
"Orchestra",2
"orchestra",2
"Kachuan",1
"Reizei-in",1
"Hahakigi",1
"Broom",1
"Sanboin",1
"Otose",1
"FUNAyAMA",1
"uproar",1
"NHK",1
"Takamochi",1
"corps",1
"Eurasian",1
"Kaigi",1
"hike",1
"Koeki",1
"Kangeiko",1
"geigoto",1
"mid-wint",1
"Eikan",1
"Three-Discours",1
"Boan",1
"SHIMOZU",1
"Kinnaru",1
"SHIMIZUDANI",2
"1845-Decemb",1
"Wakon",1
"harmon",1
"Ohitashi",1
"hitashi",1
"hitashimono",1
"cookeri",1
"Okyo",1
"MARUyAMA",1
"-Juli",2
"yasei-kobo",1
"1240-Januari",1
"Kagefumi",1
"Asonki",1
"Dako",1
"saliva",1
"phlegm",1
"Godaion",1
"wisteria",1
"kiri",1
"takanoha",1
"hawk",1
"mokko",1
"cross-sect",1
"katabami",1
"sorrel",1
"Sakabashira",1
"sakasa",1
"bashira",1
"superstit",1
"Fukamushi-cha",1
"deep-steam",1
"Sawara",1
"Kanjoginmiyaku",1
"audit",1
"Kanjo-sho",1
"Naniwa-zu",2
"Osazaki",1
"yukimi",1
"snowscap",1
"Amatsufumi",1
"Amenofumi",1
"Izumizaki",1
"yokoana",1
"Izumizaki-mura",1
"Nishishirakawa",1
"Rokaku",1
"multi-stori",1
"sansei",1
"Chugushiki",1
"Jigokumon",1
"Joruri-ji",1
"1384",1
"brave",1
"Live",2
"Shunka-mon",1
"Kyobusho",1
"Naoshig",2
"HITOTSUyANAGI",1
"Saijo",1
"TAKAOKA",1
"高岡",1
"泰重",1
"Aimiya",1
"Biwa-ko",2
"Spa",1
"Mamoru",1
"jugon",1
"Sorcer",1
"Glorious",1
"627",1
"tai",2
"zong",1
"618",2
"Garanjin",1
"ISHIBASHI",1
"Shukaku",1
"Honzen",1
"Setsugo",1
"pseudonym",2
"雪",1
"Shimeko",1
"yogen-in",1
"Gengo-in",1
"Kanezumi",1
"Eikyu",1
"goso",2
"Ensei",1
"dismiss",1
"Kata",1
"kuniikki",1
"1485",1
"Eison",1
"Hatamoto-satsu",1
"Amusement",1
"Kogakusho",1
"Kangakusho",1
"Seigen",1
"bamboo-war",1
"ladl",1
"Nonomiya-jinja",1
"ISII",1
"Ujiyuki",1
"Kaido-ki",1
"Travel",1
"journal",1
"Tetsugaku-no-michi",1
"Philosoph",1
"Walk",1
"Kura-bugyo",1
"Asakusa",2
"Gyuro-Shukujo",1
"Cowherd",1
"O-muko",1
"大向う",1
"大向こう",1
"Kabuki-za",1
"Theatr",1
"b-class",1
"ticket",1
"balconi",1
"Takoyaki",1
"octopus",1
"Shandao",1
"Ryo-sei",1
"Kanesada",1
"Gyobutsu",1
"Bojutsu",1
"komahiki",1
"agist",1
"whilst",1
"remaind",1
"Zingiberacea",1
"Zingib",2
"mioga",1
"年神",1
"歳神",1
"Atsumori",2
"one-yen",1
"Iwashimizu-",1
"Otokoyama",1
"Ehon",1
"Gappo",2
"Tsuji",1
"Crossroad",1
"republ",1
"Sabaku-ha",1
"Ezochi",1
"eightieth",1
"ROKUGO",1
"Triumvir",1
"Masayasu",3
"Tomomichi",1
"IWANARI",1
"Ogiri",1
"ogiri",1
"okiri",1
"Koemon",1
"ISONO",1
"Shirouneri",1
"白溶裔",1
"白容裔",1
"白うねり",1
"Chikuwa",1
"fishcak",1
"Morotsugu",1
"Katabiranotsuji",1
"Uzumasa-katabiranotsuji-cho",1
"Hang",1
"teru",2
"bozu",1
"hand-mad",1
"straight",1
"Kinos",1
"Shigaraki-cho",2
"Ise-Taira",1
"1160s",1
"Koryaku",2
"1379",1
"overthrown",1
"Koshimaki",1
"腰巻",1
"Sendo-mairi",1
"sendo-mairi",1
"Diminish",1
"Toyonao",1
"commerc",1
"thirty-second",1
"Iefusa",1
"kuge-ryo",1
"daijo",1
"sa",1
"u",1
"kei",1
"dainagon",1
"chunagon",1
"sangi",1
"Consult",1
"Taganojo",2
"Chogen",1
"Anashinimasu-Hyozu-jinja",1
"shokka",1
"nurishi",1
"sashimonoshi",1
"woodwork",1
"senk",1
"Mushakoji",1
"倭",1
"Christ",1
"Shie",1
"yanagimoto-kofun",1
"Suko",1
"Utsuho",1
"うつほ物語",1
"宇津保物語",1
"full-length",2
"Kakuni",1
"Mezashi",1
"Kimon",1
"ushi-tora",1
"north-northeast",1
"Tiger",1
"east-northeast",1
"Chayatsuji",1
"Shobanshu",1
"gu",1
"mi",1
"TOMIKAWA",1
"1844-Juli",1
"Otodo",1
"Nitto",1
"Kichiden-ji",1
"Teppokata",1
"Beni-shoga",1
"groundnut",1
"Tencha",1
"Orikata",1
"Sukehiro",2
"1671-",1
"Kanetoki",1
"Koshikibu",1
"999-Novemb",1
"Kyogenshi",1
"Suma",1
"Tozama",1
"1755-April",1
"1844-Februari",1
"Tennosei",1
"titular",1
"Shodo-mon",1
"Gateway",1
"self-pow",1
"Tenkawa",2
"Daibenzaiten-sha",1
"Tenkawa-jinja",1
"Tsubonouchi",1
"Mochimasa",1
"Sanshuro",1
"Churo",1
"Gotairo",1
"Kisewata",1
"Kanryusai",1
"Shigemasa",2
"Abdicat",1
"Myoen-ji",1
"Matsugasaki",1
"Chion-in",1
"Hanami-koji",1
"yanagisawa",1
"NIGITA",1
"Genjina",1
"nomenclatur",1
"Jijojo",1
"Munenaga",1
"Shinanonomiya",1
"Okusanomiya",1
"Kosakanomiya",1
"Kosaka",1
"Munetaka",1
"1242-Septemb",1
"Talk",1
"fabl",1
"Takeshiro",1
"1818-Februari",1
"bimetal",1
"export",1
"1497-1585",1
"Okayama-jo",1
"Koka-shi",1
"Sugoroku",1
"boardgam",1
"dice",2
"Ruiju-Karin",1
"Maedar",1
"Maedara",1
"Maekak",1
"Asahi-mura",1
"Higashitagawa-gun",1
"Baikan",1
"Aburaag",1
"Kogyokusha",1
"Shidan-kaido",1
"herald",1
"2400",1
"Kitayamasugi",1
"Kyomei",1
"4.6",1
"yashi",1
"Kyomi-tog",1
"Kancho",1
"yamagata-Lobanov",1
"empir",1
"Hokke-do",1
"Sanmaido",1
"sanmai",1
"Hisanori",1
"Enomoto",1
"HANABUSA",1
"Koisaburo",1
"Shinjaku",1
"Polit",1
"Merchant",1
"businessmen",1
"Gyorogusho",1
"moshibumi",1
"omagaki",1
"candid",2
"Seiryoki",1
"Goshiki",1
"sen",1
"Decor",1
"interior",1
"yokoanabo",1
"karawa",1
"Daimaru",1
"c.1104",1
"c.1164",1
"Karitamaro",1
"727-Februari",1
"Nyushutsu",1
"Nimong",1
"gatha",1
"Tamechika",1
"1823-June",1
"reactionari",1
"108th",1
"Manju",1
"Oharida",1
"Kaisho",1
"Nokyo",1
"donat",2
"Itsukushima-jinja",1
"Hei",1
"yamanobeno",1
"yoshiisa",1
"Umetsugu",1
"songwrit",2
"Homutsuwak",1
"誉津別命",1
"Gokeshidai",1
"Nika",1
"1117-October",1
"Injo",1
"Kazando",1
"pedestrian",1
"Seikanji-yamanouchi",1
"Kitakazan",1
"Juen-koka",1
"10-yen",1
"Harutoki",2
"Munetoki",1
"yukitoki",1
"Nichiju",1
"Uchi-daka",1
"kokudaka",1
"bannermen",1
"Koresu",1
"Takanashi",1
"Minochi",2
"Masatoo",1
"mercuri",1
"Nakamitsu",1
"Tanokami",1
"bumper",1
"Ujitomo",1
"Eiten",1
"Sonkan",1
"1400",3
"ka",1
"Karatedo",1
"kick",1
"overal",1
"TOKIHARA",1
"Harukaz",1
"yojiro",1
"TSUJI",1
"kamashi",1
"Tsujigiri",1
"indiscrimin",1
"passers-bi",1
"Kinomidokyo",1
"Zi",1
"hakucho",1
"Tobiko",1
"Kitashihim",1
"Jizo-in",2
"Nakatomi-gawa",1
"SOGO",1
"URUMA",1
"suppressor",1
"Hikan",1
"hayago",1
"bullet",2
"simplifi",1
"muzzl",3
"loader",1
"Tosai",1
"1748-August",1
"HORIE",1
"yukitaka",1
"1130-1187",1
"Taishokkan",1
"Daishikikan",1
"647",1
"junikai",1
"jusankai",1
"obijim",1
"Omagaki",1
"vacant",1
"Jusanbutsu",1
"Meido",1
"hell",3
"Enma-o",1
"Juo-shinko",1
"Judg",1
"buddha",1
"eight-span",1
"Ame-no-Murakumo",1
"Kakinoha-zushi",1
"Takamura",1
"802",1
"yasutsun",1
"shojin",1
"virya",1
"Myogu",1
"yasuoki",1
"Uji-yodo",1
"Honjoryo",1
"kugeryo",1
"jisharyo",1
"Kirishitan-ban",1
"Jesus",1
"Go-bunko",1
"yuzuki",1
"Namizak",1
"Gokogon",1
"Jisso-in",1
"Sachio",1
"Zenki",1
"Goki",1
"semi-legendari",1
"Michimura",1
"Togaki",1
"yakuniku",1
"Heihaku",1
"anyth",1
"Isse",1
"ichigen",1
"Narito",1
"Irai",1
"Tsuika",1
"1751-",1
"Utsunomiya",1
"SHITSUKI",1
"Hirezak",1
"Hon-sen",1
"yodoyabashi",1
"Matsuo-san",1
"Fudaraku-san",1
"Wakam",1
"yoko-oji",1
"penetr",1
"Sanehira",2
"Sanemasa",2
"Goo-jinja",1
"Suntori",2
"Distilleri",1
"distilleri",1
"5-2-1",1
"Kugonin",1
"Fukayabu",1
"Mitsuoki",1
"12th-centuri",1
"Hiyoshicho-naka",1
"Dam",1
"Sukekado",1
"Morofuyu",1
"Dajokanpu",1
"Ritsuyo",1
"Dotaku",1
"bell-shap",1
"Chokusai-sha",1
"chokusai",1
"Jugyuzu",1
"Kami-goryo-jinja",1
"Nakakiyo",1
"Rokurokusen",1
"Norikan",2
"Nichizon",1
"Taimatsu",1
"torch",1
"Omononushi",1
"Kagetsun",1
"Portsmouth",1
"MIyAJI",1
"Kunihira",1
"Ogoto-jinja",1
"Ogoto-onsen",1
"Mochigumi",1
"vanish",1
"Held",1
"Tadasaburo",1
"Mimawarigumi",1
"bunrei",1
"wakamitawa",1
"Koami",1
"maki-",1
"Shitsugei",1
"Juei",1
"Unagi",1
"Anguilliform",1
"Anguilida",1
"colloqui",1
"Konakachi",1
"Zashikibina",1
"Ma-ana",1
"yawatahama",1
"Gapsin",1
"Shimogamohon-dori",1
"north-sout",1
"Hajin",1
"HAyANO",1
"Tsujiura",1
"Shizugatak",2
"Riysuryo",1
"Amakashino-oka",1
"Toyura",1
"Otomoshu",1
"Tenkei",1
"Enpa",1
"ODATE",1
"ozeki",1
"Shimo-Horitsumecho",1
"Ando",2
"安東",1
"Tsugaru",1
"Anglo-Japanes",1
"Britain",1
"Tsunenaka",1
"Miyoji",1
"Show",1
"Kaiuso",1
"INABATA",1
"Jihei",2
"Ueji",1
"Achiki",1
"yabo",1
"unsophist",1
"Symphoni",1
"Chugen-ji",1
"Gyoei",1
"641",2
"thirty-fourth",1
"Hisanobu",1
"Kiyotaki-kaido",1
"Chirimen",1
"Ke-shima",1
"Hitsuke-tozoku-aratame-kata",1
"crack",1
"feloni",1
"burglar",1
"gambl",1
"Half-Marathon",1
"Sunday",1
"motif",1
"feminin",2
"Owari-zukuri",1
"Banzan",1
"KUMAZAWA",1
"Ikakeya",1
"ikak",1
"cooker",1
"Takiguchi",2
"musha",1
"secretariat",1
"Kusunoki",1
"Nakadachiuri-dori",1
"Toichi-gun",1
"TAKUAN",1
"Jimmu",2
"Kamuyamatoiwarebiko",1
"Kashiwara",1
"Danjikomi",1
"unfilt",1
"mild",1
"lose",1
"Naijudokoro",1
"Hojoki",1
"Angu",1
"karimiya",1
"somewher",1
"Shinshui",1
"Bokuo",1
"Ubagabi",1
"fieri",1
"Ryochin",1
"BOKUHANSAI",1
"Kaizukaterauchi-cho",1
"Johyo",1
"Hyo",1
"Tsukudani",1
"Tsukuda",1
"Gojo-zaka",1
"Those",1
"Karuka",1
"sakujo",1
"komeya",1
"ramrod",1
"Datotsu",1
"Izunahim",1
"Izuta-jinja",2
"Tosashimizu",1
"Maehama",1
"Nankoku",1
"Nyujo",1
"Sutesuk",1
"Hachiban-gumi",1
"platoon",1
"Kanu",1
"Omote-senk",1
"Gundai",1
"Mikizo",1
"OOISHI",1
"Hitotsubashi",1
"Banyaku",1
"Kogen",2
"273",1
"214",1
"Sohenryu",1
"Sohen",2
"Sanesada",1
"DOHI",1
"Kageyuki",1
"Tomonaga",1
"Wakatakehiko",1
"Wakahikotakekibitsuhiko",1
"yAMANOUE",2
"Takenori",1
"Gensuk",1
"regiment",1
"shinsengjumi",1
"applic",1
"enlist",1
"Naomoto",1
"Kyoho-chogin",1
"Shotoku-chogin",1
"Kagurabu",1
"yusocho",1
"accur",1
"Denso",1
"Kochoshi",1
"Shidoshi",1
"Chocho",1
"choyo",1
"Saddharma",1
"victori",1
"Karukuchi",1
"Giten",1
"1393-April",1
"1462",1
"Sosei-kan",1
"government-run",1
"Kanga",1
"Miroku-ishi",1
"hokora",1
"Hika",1
"Zamoto",1
"Sanza",1
"woe",1
"soot",1
"lampblack",1
"Tosenkyo",1
"multiplay",1
"ninetieth",1
"HAyAKAWA",1
"Hanbagu",1
"hamburg",2
"hanbagu",1
"suteki",1
"steak",1
"bread",4
"crumb",2
"Donin",1
"1504-1555",1
"Amenosakahoko",1
"Amanosakahoko",1
"Ponto-cho",1
"Keikyo",1
"Hosuseri",1
"Saekib",1
"sodo",1
"Mitsutoki",1
"Mutsuwa-ki",1
"Nine-year",1
"yamatototo",4
"Kobu-ochoku",1
"juhakka-jo",1
"Shishin",1
"den",1
"Kamitobaguchi",1
"Takeda-Mukaidaimachikawa-cho",1
"Tonarigumi",1
"Kiseru",1
"pipe",1
"Hiromi",1
"academian",1
"Tamagoyaki",1
"pan",1
"Higashi-Maruta-cho",1
"1319",3
"causeway",1
"Shoji-ji",1
"seiryoku",1
"Tabito",1
"tsu",1
"seaport",1
"Seto",2
"Inland",1
"Kyu-yodo-gawa",1
"Magari",1
"Horigo",2
"Toba-Fushimi",1
"Kamitoba",1
"Shimotoba",1
"Gonichi",1
"Omokag",1
"Shimesuk",1
"NAGAWA",1
"1940-",1
"favorit",2
"Randen-Saga",1
"Saga-tenryuji-imahori-cho",1
"Tamesada",1
"Gorogadak",1
"Rose",1
"Saba-kaido",1
"Chakyo",1
"Lu",1
"Toshimoto",1
"Taishimichi",1
"Honchotsugan",1
"京言葉",1
"きょうことば",1
"京ことば",1
"Kyoto-ben",1
"Shoden",1
"denjo",1
"minami",1
"hisashi",1
"seiryoden",1
"575",1
"Tsunamoto",1
"ONINIWA",1
"838-Februari",1
"883",1
"Kizakura",2
"Kappa",2
"Naritaka",1
"dhyaana",1
"jhaana",1
"yakiuchi",1
"Nagata",1
"Gakken-Nara-Tomigaoka",1
"Kunimatsu",2
"Kurikuma",1
"Tokusanokandakara",1
"Jusshushinpo",1
"sojin",1
"sanctuari",1
"Shune",1
"1191",1
"Chikamitsu",1
"Noritoshi",1
"IKOKUMA",1
"Kanku",1
"Shimpuren-no-ran",1
"Iwanari",1
"Ikeda-no-sho",1
"Kao",1
"daishu",1
"Kanyosho",1
"Sademaro",1
"佐堤麻呂",1
"Momiji",1
"Ga",1
"Excursion",1
"Kumeo",1
"Sokujo-in",1
"Asako",1
"Taft",1
"Howard",1
"TAFT",1
"Presid",1
"Philippin",1
"鈴木",1
"重辰",1
"bakushin",1
"Nobutoshi",1
"Dewa-Tendo",1
"Hatsumiyamairi",1
"newborn",1
"safe",1
"Dosoyaku",1
"kurayaku",1
"fujin",1
"KAMACHI",1
"ISODA",1
"mistress",1
"Daitomo",1
"Gion-Shinbashi",1
"Soboshu",1
"Hiratsuka",1
"gigaku",1
"1460",1
"1538",1
"Tento",1
"Gomagi",1
"Exclaustrat",1
"quit",1
"adher",1
"Muneshig",1
"Jiden",1
"terada",1
"yukihira",1
"TAUCHI",1
"1603-October",1
"Tamaru",2
"Hachijo-dori",1
"Kibumi",1
"Soroban",2
"Bozu",1
"Matarashin",1
"Matarishin",1
"Kimyodan",1
"Suemochi",1
"Kinnao",1
"Heinai",1
"Esan",2
"kiitsu",1
"kiichi",1
"ichijo",1
"sanjo",1
"sentient",1
"Fujitsuna",1
"AOTO",1
"Katakamuna",1
"super",1
"Kenchumikkan",1
"Narukami",1
"Kenchin",1
"Heizei-gojo",1
"must",1
"Tamamizu",1
"Shunkyoden",1
"Syunkoden",1
"Minushi",1
"yoshihiko",1
"SHIRAKURA",1
"crossbreed",1
"spachiana",1
"Komatsuotom",1
"Edohigan",1
"P.",2
"pendula",1
"Maxim.",1
"f.",1
"ascenden",1
"Ohwi",1
"Oshima",1
"lannesiana",1
"speciosa",1
"U.K.",1
"Motokazu",1
"Koshibi",1
"Dentetsu",1
"Umeda",1
"Oyama",1
"Onnagata",1
"息長宿禰王",1
"Myosei-ji",1
"Nobukiyo",1
"Kotaiyoriai",1
"交代寄合",1
"instanc",1
"Kanmuryoju",1
"Horeki",1
"Taketori",1
"Wakaya",2
"Jikaku",1
"Kawamata",2
"Meiwa",1
"protest",2
"Miner",1
"Pollut",1
"Kaguraden",1
"Jussatsu",1
"Tona",1
"1289-April",1
"Minamiza",1
"Tamemichi",1
"Sorinto",1
"Pillar",1
"Kaiin-ji",1
"Hitatar",1
"square-cut",1
"lace",1
"Gyoe",1
"689-date",1
"Ohama",1
"Washizuka",1
"Aomi",1
"Hekinan",1
"Haibutsu-kishaku",1
"undesign",1
"incident",1
"TONAI",1
"KAGOSHIMA",1
"Butsudan",1
"alter",1
"Tsuneuji",1
"Ryok",1
"Senna",1
"Bodhisena",1
"704-760",1
"Senpo",1
"KURIyAMA",1
"Jicho",1
"unpaid",1
"Eji",1
"Noritada",1
"Haimei",1
"團十郞",1
"団十郎",1
"553",1
"477",2
"510",1
"B.C.-",1
"Morimasa",1
"Arakahi",1
"kosho",1
"Baiu",1
"黴雨",1
"raini",1
"meteorolog",1
"Bonin",1
"Womb",1
"Realm",1
"yoshida-jinja",1
"Mizugumo",1
"Kintsumu",1
"輔凞",1
"輔熈",1
"Hokutan",1
"northward",1
"Fukichiyama",1
"1648-October",1
"Sandai-Kyaku-Shiki",1
"Kyaku-Shiki",1
"Ritsu-ryo",1
"codifi",1
"Konin-Kyaku-Shiki",1
"Jogan-Kyaku-Shiki",1
"Engi-Kyaku-Shiki",1
"Ongoku",1
"Shogunate-own",1
"yakugata",1
"Konsei-shin",1
"Konsei-daimyojin",1
"Konsei-sama",1
"goshintai",1
"phallus",1
"acrobat",1
"stunt",1
"Shozeicho",1
"balanc",1
"shozei",1
"1880s",1
"habuta",1
"warp",2
"weft",2
"interwoven",1
"Tashibu",2
"Usa-jingu",1
"Bungotakada",1
"Izuna-gongen",1
"Iizuna-gongen",1
"Izuna",1
"Jinsai",1
"Kotaigo",1
"huang",1
"hou",1
"widow",1
"Torinoiwakusufun",1
"Tsumugi",1
"tsumugi",1
"spun",1
"floss",1
"weav",2
"Ishikoridom",1
"Obitoke-dera",1
"Imaichi-cho",1
"Minbusho-satsu",1
"Genshun",1
"1743-Februari",1
"OBATA",1
"Shijo-omiya",1
"Shijo-omiya-cho",1
"Hozan-ki",1
"大和葛城宝山記",1
"shamanist",1
"NARISAWA",1
"Moritomo",2
"Hisanari",1
"MACHIDA",1
"Togama",1
"Gyoi",1
"Egoshu",1
"Kaigoshu",1
"yotaiin",1
"NABESHIA",1
"Shirabeyaku",1
"Kansatsu",1
"fukuro",1
"Nejirozaka",2
"pro-Hideyoshi",1
"pro-yoshihisa",1
"Jul.18",1
"Higashikuz",1
"Himetataraisuzuhim",1
"Chiyogami",1
"origami",1
"senshu",1
"Nagare-zukuri",1
"Bomon",1
"Kusazoshi",1
"pulp",1
"centr",1
"Ippon-datara",1
"Nobutsuna",1
"Kei-En",1
"Kei-On",1
"8-year",1
"seiyukai",1
"Sannomiya-jinja",1
"Katagihara-sugihara-cho",1
"agatanonushi",1
"Buttetsu",1
"Kioizaka",2
"Genkun",2
"oligarch",1
"Kiyomizu-zaka",1
"Kioi-cho",1
"Kyoroku-Tenbun",1
"sectarian",1
"Sengen-zukuri",1
"Takiri-bim",1
"Tagiri-him",1
"Munakata-Sanjoshin",1
"Republican",1
"Speech",1
"Wai-han",1
"Daikoshu",1
"Mochizuki-machi",1
"Kitasaku",1
"Kyotoshi",1
"Vessel",1
"Zenju",1
"Takuan-zuk",1
"kahei",1
"Kingin",1
"Josei",1
"Goshonouchi-cho",1
"1-6-3",1
"Eki-Nishi",1
"Renshi",2
"Miyohajim",1
"assumpt",1
"Shubin",1
"Tamaki-jinja",1
"Karamete-mon",1
"karameteguchi",1
"gateway",1
"Ote-mon",1
"Nobuyori",1
"Arisuk",1
"Kinno-no-Shishi",1
"Gyosei",1
"Ogo",1
"Senbon-dori",1
"Tocho",1
"1748-May",1
"Jujo",2
"Zogusho",1
"Zogukyo",1
"Make",1
"Mend",1
"Kyusen",1
"Mikage-dori",1
"Kuze-takada-cho",1
"fireplac",1
"coal",1
"1679",1
"Senjafuda",1
"Senshafuda",1
"slip",1
"Daineiji",2
"Tekiya",1
